73.33;43.86
59.72;61.12
42.15;74.33
21.8;82.62
0;85.45
-21.8;82.62
-42.15;74.33
-59.72;61.12
-73.33;43.86
90;38.6
77.11;60.36
59.08;78.1
37.1;90.63
12.65;97.11
-12.65;97.11
-37.1;90.63
-59.08;78.1
-77.11;60.36
-90;38.6
95;56.14
77.43;78.62
54.69;95.84
28.29;106.66
0;110.35
